collar_id,maker,battery_life,signal_distance,fail
1,Collarium Inc.,141.05317479220514,4170.846997991083,0
2,Collarium Inc.,121.0921670618851,4134.00476195513,0
3,Collarium Inc.,126.02642597016708,4277.101582564608,1
4,Collarium Inc.,126.71447667102986,4197.7790340318425,0
5,Collarium Inc.,141.010259627129,4172.9933032964045,1
6,Collarium Inc.,104.8181081848806,4174.955506348206,0
7,Collarium Inc.,110.36767499322768,4214.844899700962,0
8,Collarium Inc.,108.44976782802068,4232.043773903803,0
9,Collarium Inc.,128.65375430026796,4250.968481375221,0
10,Collarium Inc.,123.78974933579651,4227.509088844665,0
11,Collarium Inc.,130.69636669144532,4140.801672423008,0
12,Collarium Inc.,122.45971577499228,4202.96937709263,0
13,Collarium Inc.,139.95367944438198,4228.707065452046,0
14,Collarium Inc.,109.00448727134876,4240.017723780288,0
15,Collarium Inc.,128.9792302123998,4258.390131896045,0
16,Collarium Inc.,109.9860974176209,4140.470264987905,0
17,Collarium Inc.,128.58048438855693,4172.080009759122,0
18,Collarium Inc.,114.524643998697,4159.468625046546,0
19,Collarium Inc.,119.33775283599896,4137.360050012676,0
20,Collarium Inc.,124.79141115476968,4199.802636172046,0
21,Collarium Inc.,95.20226817713876,4229.178740403667,0
22,Collarium Inc.,104.42222920058752,4220.389992240861,0
23,Collarium Inc.,118.96204742122008,4206.399635518712,0
24,Collarium Inc.,119.56779844761525,4237.807141353698,0
25,Collarium Inc.,114.87052341293769,4219.2030188193685,0
26,Collarium Inc.,126.07594734922974,4199.211503043213,0
27,Collarium Inc.,125.62089717163886,4210.671295273121,0
28,Collarium Inc.,147.39737024065985,4126.979677155231,0
29,Collarium Inc.,116.42275571231708,4216.83393590613,0
30,Collarium Inc.,124.49584187476988,4151.225921304575,0
31,Collarium Inc.,115.47468886179242,4193.844406615272,0
32,Collarium Inc.,124.6727259273278,4205.0526460226465,1
33,Collarium Inc.,131.65415290623406,4180.446114964672,0
34,Collarium Inc.,106.98221926931882,4159.781856153344,0
35,Collarium Inc.,132.04243353128928,4249.888815821739,0
36,Collarium Inc.,120.11392036899142,4195.741537744812,0
37,Collarium Inc.,144.6224697070443,4150.462177704308,0
38,Collarium Inc.,111.95498336803226,4201.781828046767,0
39,Collarium Inc.,132.60974165238346,4189.8112737515685,0
40,Collarium Inc.,128.12578696356852,4151.7847345263135,0
41,Collarium Inc.,113.36202130208385,4224.662765133372,0
42,Collarium Inc.,130.93150724549724,4194.210430743653,0
43,Collarium Inc.,108.46940067407634,4179.310274441157,1
44,Collarium Inc.,106.4116467588606,4176.103739002826,0
45,Collarium Inc.,127.59877983174124,4193.254285098876,0
46,Collarium Inc.,119.73677318908366,4159.696866154117,0
47,Collarium Inc.,100.62009131848474,4199.552892842718,0
48,Budget Collars LLC,103.02566145988098,4292.92149928009,0
49,Budget Collars LLC,86.5117514218598,4288.661226431094,1
50,Budget Collars LLC,83.75870373964665,4278.135511493455,1
51,Budget Collars LLC,75.18377412300528,4325.516886866866,0
52,Budget Collars LLC,92.81594590823696,4333.074789469461,0
53,Budget Collars LLC,80.4062628325247,4304.032780790162,0
54,Budget Collars LLC,72.16057701939845,4343.6935872960785,1
55,Budget Collars LLC,86.449269068065135,4313.810427732391,0
56,Budget Collars LLC,71.89172296333899,4350.152981017353,0
57,Budget Collars LLC,90.6805676205792,4308.885451400782,0
58,Budget Collars LLC,86.64065900131779,4304.026759902032,0
59,Budget Collars LLC,79.40412564203356,4327.625126854336,0
60,Budget Collars LLC,83.54322730784064,4298.963019750038,0
61,Budget Collars LLC,106.84249478411188,4325.222575244703,1
62,Budget Collars LLC,89.3850465404335,4334.211291641946,0
63,Budget Collars LLC,85.73852327201914,4336.823410833073,1
64,Budget Collars LLC,87.64608124903887,4296.6334298831,0
65,Budget Collars LLC,88.10888605902736,4266.44193949338,0
66,Budget Collars LLC,96.4206873626402,4328.296460694577,1
67,Budget Collars LLC,80.69368616272281,4305.752154969915,1
68,Budget Collars LLC,80.19307576304843,4340.987598928302,0
69,Budget Collars LLC,83.91188187224613,4255.21537359425,0
70,Budget Collars LLC,86.71256722026718,4299.1313772474205,1
71,Budget Collars LLC,85.3474701687105,4352.658364582041,0
72,Budget Collars LLC,68.36565042982119,4264.015545939184,1
73,Budget Collars LLC,85.98008662335538,4295.460884251199,0
74,Budget Collars LLC,89.83937438236075,4294.695532445913,0
75,Budget Collars LLC,71.17865485578197,4248.747427403623,0
76,Budget Collars LLC,83.18859506315673,4281.441731586385,0
77,Budget Collars LLC,74.7324857321348,4307.677296441754,1
78,Budget Collars LLC,97.8565983282057,4287.670570052417,1
79,Budget Collars LLC,81.64410158237254,4235.5566694542495,0
80,Budget Collars LLC,99.78494899319482,4365.242029017674,0
81,Budget Collars LLC,79.55736285757837,4264.637292159998,0
82,Budget Collars LLC,88.82807427537256,4316.956332005402,0
83,Budget Collars LLC,81.13444505634033,4316.196693293947,0
84,Budget Collars LLC,99.29284572912312,4342.978431736432,0
85,Budget Collars LLC,86.7001317499563,4303.28535956497,0
86,Budget Collars LLC,84.83794094213154,4313.5167655391,1
87,Budget Collars LLC,108.87755222533276,4325.603960880115,0
88,Budget Collars LLC,94.25816547781824,4277.691594586945,0
89,Budget Collars LLC,83.01234245457377,4314.058654979694,0
90,Budget Collars LLC,80.99905784796532,4281.206669886821,0
91,Budget Collars LLC,109.34105329196493,4338.475902354651,0
92,Budget Collars LLC,101.584529296889,4222.357312062577,1
93,Budget Collars LLC,86.131139070522,4259.150620808934,0
94,Budget Collars LLC,84.4907884738419,4276.417819420144,0
95,Budget Collars LLC,88.2813367405862,4333.622945684419,0
96,Budget Collars LLC,99.76516134925296,4276.849424426591,0
97,Budget Collars LLC,92.05999931466648,4291.690614857469,1
98,Budget Collars LLC,71.19486012386865,4295.824541669095,1
99,Budget Collars LLC,89.0856015041131,4257.73968226882,1
100,Budget Collars LLC,74.63253679999961,4310.253605282017,0
101,Darn Tuff Collars Company,144.34019341008465,4087.0722041631443,0
102,Darn Tuff Collars Company,119.73881319533119,4087.301935695454,0
103,Darn Tuff Collars Company,138.8994021880856,4112.8696326835925,0
104,Darn Tuff Collars Company,122.07940027724467,4081.3112330827,0
105,Darn Tuff Collars Company,142.91071461669293,4103.515831528468,0
106,Darn Tuff Collars Company,135.65608653404354,4076.170211246115,0
107,Darn Tuff Collars Company,141.79903110211058,4102.468951797129,0
108,Darn Tuff Collars Company,149.25444203614353,4104.571360240208,0
109,Darn Tuff Collars Company,130.20675952787408,4097.966802858713,0
110,Darn Tuff Collars Company,141.3493919150162,4118.554449361198,0
111,Darn Tuff Collars Company,129.61606002772547,4095.815576080289,0
112,Darn Tuff Collars Company,127.15445905184488,4110.992597334361,0
113,Darn Tuff Collars Company,135.36793309967044,4108.483073961297,0
114,Darn Tuff Collars Company,142.61762699291418,4131.870636787151,0
115,Darn Tuff Collars Company,124.50892584866502,4098.669815909018,0
116,Darn Tuff Collars Company,127.06335770565688,4109.255629071711,0
117,Darn Tuff Collars Company,141.07768730838066,4129.972210870468,0
118,Darn Tuff Collars Company,136.85195843992835,4080.1049582918577,0
119,Darn Tuff Collars Company,132.82795301319095,4097.644604424489,0
120,Darn Tuff Collars Company,115.69740209627761,4096.434109067202,0
121,Darn Tuff Collars Company,138.0573119230875,4099.474345106374,1
122,Darn Tuff Collars Company,113.23780776647988,4087.2409255051916,0
123,Darn Tuff Collars Company,141.74628324478985,4099.316894736975,0
124,Darn Tuff Collars Company,135.14829026454214,4107.91442963787,0
125,Darn Tuff Collars Company,145.12646629870878,4053.0628956473206,0
126,Darn Tuff Collars Company,138.94039740795125,4077.8369925198895,0
127,Darn Tuff Collars Company,141.12666171893352,4094.534304134439,0
128,Darn Tuff Collars Company,140.20039873583266,4090.833292514675,0
129,Darn Tuff Collars Company,130.79705216051303,4121.25076661437,0
130,Darn Tuff Collars Company,123.52536504277126,4112.8133860593,0
131,Darn Tuff Collars Company,134.97330476671937,4120.121961972328,0
132,Darn Tuff Collars Company,126.42914538102563,4085.72942583242,0
133,Darn Tuff Collars Company,153.13497451333757,4129.414224063568,0
134,Darn Tuff Collars Company,135.98385326412281,4064.2579726964427,0
135,Darn Tuff Collars Company,110.50542949687187,4098.684604891592,0
136,Darn Tuff Collars Company,110.80067840880633,4136.1429760307165,0
137,Darn Tuff Collars Company,128.61675067647374,4110.901383754348,0
138,Darn Tuff Collars Company,118.84511740700931,4101.604504567447,0
139,Darn Tuff Collars Company,119.18772647010924,4100.93667553291,0
140,Darn Tuff Collars Company,138.81562393916755,4111.752615095145,0
141,Darn Tuff Collars Company,133.69627357396237,4077.5853603840674,0
142,Darn Tuff Collars Company,118.32416369793617,4088.208204474978,0
143,Darn Tuff Collars Company,127.07981086733122,4125.845352239045,0
144,Darn Tuff Collars Company,122.76637373308664,4069.656259234685,0
145,Darn Tuff Collars Company,138.35399936719062,4101.577786029522,0
146,Darn Tuff Collars Company,142.04394776202724,4108.5963147198545,0
147,Darn Tuff Collars Company,138.04181814630033,4116.805496123854,0
148,Darn Tuff Collars Company,132.6945710073113,4092.1641639997756,0
149,Darn Tuff Collars Company,121.71306261143313,4065.402578618828,0
150,Darn Tuff Collars Company,115.96895917286336,4100.541593092338,0
101,Darn Tuff Collars Company,123.37707991618959,4159.234197528236,0
102,Darn Tuff Collars Company,142.33424224103626,4186.691136965617,0
103,Darn Tuff Collars Company,110.33390976373386,4205.30490656695,0
104,Darn Tuff Collars Company,110.07329979010018,4215.267521594418,0
105,Darn Tuff Collars Company,139.78323756334635,4181.599087601134,0
106,Darn Tuff Collars Company,119.44818404129501,4160.766038247051,0
107,Darn Tuff Collars Company,118.71001976747307,4161.912007544347,0
108,Darn Tuff Collars Company,128.09821607819703,4179.2421506452965,0
109,Darn Tuff Collars Company,122.60547295258671,4171.4267753661425,0
110,Darn Tuff Collars Company,126.89342279731241,4151.6783373857,0
111,Darn Tuff Collars Company,133.89179580124448,4173.507444100845,0
112,Darn Tuff Collars Company,120.9497773619061,4165.512331969884,0
113,Darn Tuff Collars Company,147.90170286664443,4192.456649337088,0
114,Darn Tuff Collars Company,120.23765657363111,4161.978851717773,0
115,Darn Tuff Collars Company,122.16360805578026,4194.7045168064105,0
116,Darn Tuff Collars Company,115.61308291023059,4190.822745617676,0
117,Darn Tuff Collars Company,121.0286674152804,4173.866644031093,0
118,Darn Tuff Collars Company,118.91383236570205,4169.204948253211,0
119,Darn Tuff Collars Company,105.31841810874545,4198.521108563421,0
120,Darn Tuff Collars Company,133.77291119708363,4177.192678195682,0
121,Darn Tuff Collars Company,124.30429915812368,4165.754141673706,0
122,Darn Tuff Collars Company,137.73810174527736,4198.327810607712,0
123,Darn Tuff Collars Company,129.45846837511115,4166.620179268341,0
124,Darn Tuff Collars Company,123.56631398536989,4163.716606148565,0
125,Darn Tuff Collars Company,132.3324959101371,4171.329931022393,0
126,Darn Tuff Collars Company,122.35049234774645,4156.222574452929,0
127,Darn Tuff Collars Company,116.22482285489693,4169.473812583014,0
128,Darn Tuff Collars Company,126.23992308456398,4183.380739046446,0
129,Darn Tuff Collars Company,122.4818764536392,4221.170141188999,0
130,Darn Tuff Collars Company,126.12785511027288,4181.640866105084,0
131,Darn Tuff Collars Company,135.21111794505052,4192.896466059937,0
132,Darn Tuff Collars Company,118.06279854330418,4192.003375604628,0
133,Darn Tuff Collars Company,124.41873507217305,4164.974273138409,0
134,Darn Tuff Collars Company,112.05770003917212,4170.341760033764,0
135,Darn Tuff Collars Company,133.61482643048376,4182.767591163602,0
136,Darn Tuff Collars Company,135.0728370069115,4176.305453778544,0
137,Darn Tuff Collars Company,147.66381244618285,4190.5051552642435,0
138,Darn Tuff Collars Company,126.63757537010079,4157.050773504302,0
139,Darn Tuff Collars Company,116.42955019228279,4160.061091033424,0
140,Darn Tuff Collars Company,141.48942810031406,4138.24242712565,0
141,Darn Tuff Collars Company,109.36694136222226,4193.184714834596,0
142,Darn Tuff Collars Company,131.6459792510618,4139.541413986367,0
143,Darn Tuff Collars Company,125.84405397492138,4194.3294049170745,0
144,Darn Tuff Collars Company,131.37737349072813,4200.388351351394,0
145,Darn Tuff Collars Company,119.13257999404937,4169.845884100378,0
146,Darn Tuff Collars Company,125.63172845978067,4180.377988685477,0
147,Darn Tuff Collars Company,130.2407334657911,4168.505939884643,0
148,Darn Tuff Collars Company,143.11015554098896,4180.867972262749,0
149,Darn Tuff Collars Company,129.78322850280938,4168.075303817026,0
150,Darn Tuff Collars Company,129.0847960092664,4147.8416305487335,0
101,Darn Tuff Collars Company,120.72957340106608,4187.974053356443,0
102,Darn Tuff Collars Company,114.86361176860554,4170.624689458915,0
103,Darn Tuff Collars Company,138.32230967925543,4159.827608190514,0
104,Darn Tuff Collars Company,114.85346303490147,4220.4792793963425,0
105,Darn Tuff Collars Company,117.57635337637205,4200.236258632549,0
106,Darn Tuff Collars Company,126.98387962313646,4197.673500823568,0
107,Darn Tuff Collars Company,129.74736205376067,4217.880770105633,0
108,Darn Tuff Collars Company,130.1898560010062,4198.7886534722265,0
109,Darn Tuff Collars Company,109.59025182295028,4167.748095788023,0
110,Darn Tuff Collars Company,128.1140996942639,4180.30908262506,0
111,Darn Tuff Collars Company,130.53938946482575,4201.107064095707,0
112,Darn Tuff Collars Company,121.65379503674781,4191.944453234175,0
113,Darn Tuff Collars Company,133.9868353896923,4169.462328833873,0
114,Darn Tuff Collars Company,116.88419755143049,4185.476466612162,0
115,Darn Tuff Collars Company,126.77171996170004,4210.517453975664,0
116,Darn Tuff Collars Company,126.084174085542,4172.718969836004,0
117,Darn Tuff Collars Company,125.51487506462198,4193.757930219793,0
118,Darn Tuff Collars Company,118.99718055877162,4184.04365239982,0
119,Darn Tuff Collars Company,122.9139830753639,4181.5036473319715,0
120,Darn Tuff Collars Company,110.67299763005438,4214.961421789975,0
121,Darn Tuff Collars Company,128.39442772365783,4228.179176632064,0
122,Darn Tuff Collars Company,120.16498386136594,4215.452727931393,0
123,Darn Tuff Collars Company,128.14314900527512,4249.243581003502,0
124,Darn Tuff Collars Company,124.1405811590342,4146.296090942847,0
125,Darn Tuff Collars Company,132.17776974835357,4170.574404984908,0
