site_id,year,tussocks,dist_to_water,stone_size,num_nests
1,1971,5.054878256886317,28.425405085729377,45.649995646443,27
2,1971,5.148355736258179,25.452206107825674,47.377850018714014,23
3,1971,5.809863811104119,28.64879335528109,47.89261683333306,22
4,1971,5.477064446357622,25.28667369541941,43.79996057059301,19
5,1971,4.605030974291295,25.158063085079082,44.741706529787685,21
6,1971,6.612594835117994,27.850990144074895,44.548018261789636,20
7,1971,4.513446137250767,30.209329695534866,41.64333421602949,16
8,1971,5.802012447425672,26.9387411745587,53.53045725298656,15
9,1971,4.246277931233091,30.016195936338153,45.11555964706118,20
10,1971,4.903651418428861,26.035877272765102,50.73009112674401,14
11,1971,5.006263374989006,29.005630007672927,46.27193831918164,27
12,1971,4.379155067309963,30.339813851394688,41.47648266138086,13
13,1971,4.412669325877726,28.308137203327796,45.818469003799514,19
14,1971,6.056238476925852,28.957221204966938,44.25215563785453,22
15,1971,4.755720671693051,26.375111080814744,41.4774967179074,13
16,1971,5.944816307055086,27.522556315800607,43.90293376933485,24
17,1971,5.686594771026621,27.42945699624793,42.343830484795035,15
18,1971,4.849005663359439,24.605304198983156,42.387463314618856,22
19,1971,2.8096137418714475,29.087909157117544,44.66449581846032,25
20,1971,4.930470954447384,27.780336541400086,45.70627856032969,27
21,1971,5.94677156283956,28.400242508691758,44.84945348476656,18
22,1971,4.071006405215656,28.75713131135828,45.63613615259325,22
23,1971,5.333406864873694,29.336817728159026,41.383726332684276,11
24,1971,5.855406560288475,28.761215494957757,44.65603260459948,16
25,1971,3.7840485106630424,27.10720279213281,40.40751245734795,14
26,1971,4.256668970849368,29.172121655664874,49.733947933697245,14
27,1971,4.883133521463189,28.21444216920402,44.913559374836275,17
28,1971,5.412625587549769,27.33100967411714,43.280884428027974,19
29,1971,4.825178818876404,29.32172582426768,43.95663326698733,24
30,1971,4.028083814132691,30.08512624294624,44.786501932005,16
31,1971,4.82050307402614,25.385831773260364,45.631770950668766,28
32,1971,5.145989013351896,25.25705718581492,43.68582836898829,24
33,1971,3.3073021937755707,30.18462517002896,36.282611202065326,2
34,1971,2.6449758300597983,27.87876639110068,43.96492106727368,25
35,1971,6.335161669403334,26.885906827875505,41.44486958527449,15
36,1971,4.813302965528376,27.922337192826014,46.295963456415045,22
37,1971,6.848050273971411,28.029964789927913,40.997915354478124,12
38,1971,4.633988236200905,28.625069309198942,41.46480274211063,11
39,1971,4.3419511051118675,26.07079810716195,44.9352595421839,23
40,1971,3.0134907473968706,26.054828088363518,44.24168071235682,23
41,1971,4.757180850308061,31.2534115470094,41.6887364483549,19
42,1971,4.191406069506328,25.970322699607344,42.97907945631669,14
43,1971,3.1564553075293404,24.686190645029065,46.34947776968264,29
44,1971,4.6248616969620935,26.870612325957005,43.37667238853958,18
45,1971,4.436651369111236,27.263360277569394,45.2185866790719,28
46,1971,4.51910598550265,27.910837642140546,47.657766186499636,20
47,1971,4.066423612702378,23.42573595135511,45.90358283494176,21
48,1971,5.793164193266556,25.879375694694367,45.652812308231354,20
49,1971,5.667001874011689,30.847114475798666,43.89194436047205,18
50,1971,5.575844037041814,28.576907846983552,45.85720952369747,23
51,1971,7.476685111053271,29.596251712989385,41.2197567822653,14
52,1971,3.7498632834263015,26.73249635716961,48.55872899236714,23
53,1971,6.240891603583197,26.54978931703862,41.42569456817137,17
54,1971,4.633589041056774,29.836023373627363,38.5890655082448,7
55,1971,3.8415195147089958,26.790479790400273,44.359676909925206,19
56,1971,4.159510684689755,25.04549690360714,42.77915187347556,20
57,1971,5.170707536402482,27.584788595319274,39.90489753421779,15
58,1971,6.957782155860837,29.086572958241156,42.286014069942134,23
59,1971,5.0762216776436055,27.900389325081775,47.949844139952155,24
60,1971,3.1133809030528186,28.58782514793245,39.463876541450745,10
61,1971,4.152801886262021,29.328268850460905,40.49155010126326,16
62,1971,4.917025685477282,27.631938116345154,42.97505312932807,12
63,1971,6.517945493936292,27.28066961826895,43.48651838535696,19
64,1971,5.312656558915922,27.193688587353023,44.80430285688291,17
65,1971,5.202982205267065,28.42187237063535,44.50800158756283,21
66,1971,5.277423292052734,27.086521281073892,40.90367230761673,18
67,1971,5.678390464553383,27.86242592905706,46.84053717179852,21
68,1971,3.5393415569415803,27.787212188268917,40.96769138003236,15
69,1971,6.199491290161543,27.653722124033667,47.6539877354252,28
70,1971,3.7057303617135045,27.79373076677355,43.06449126274222,13
71,1971,6.950402803051864,28.192216658374566,45.999947557107305,24
72,1971,5.1462785100099095,24.304889333594417,46.46346540442479,16
73,1971,5.0655046497772585,27.831216815869134,45.85457336580775,19
74,1971,5.239740312184738,28.380329657354157,48.045185570075006,22
75,1971,4.1991723411106445,24.796340687406165,48.16744931428926,22
76,1971,5.306767633907544,26.66356135460189,42.35422924974638,19
77,1971,5.044084976901897,27.236288854484403,46.23393458649834,23
78,1971,3.7814607990295084,30.153520909114217,44.25913850611617,23
79,1971,5.328414089849892,24.541800341402077,46.497612414393274,17
80,1971,5.09474783213685,29.355678701426502,42.86726975379319,23
81,1971,3.9867118010913507,24.979606623661212,45.409517323277505,16
82,1971,5.430695130605288,29.598447093693746,42.53432728117949,12
83,1971,6.029939470502326,25.94122507102925,41.76926785950209,20
84,1971,3.79356241129842,23.834210019407653,47.195989751841985,26
85,1971,6.290891563163696,26.214521592242903,44.59716604711964,19
86,1971,5.600709721241117,28.215361417274806,43.508679911847175,24
87,1971,5.827523655854828,27.144803636724472,49.14967617828265,22
88,1971,6.893811858407496,27.08522303822836,46.63725975011781,25
89,1971,6.9871305260009855,27.114705767364114,43.6133327424127,24
90,1971,4.245490179234143,28.497329900912426,50.76544846233706,17
91,1971,4.7358592508126796,30.57893251637467,48.803745782177174,20
92,1971,5.379930071396389,25.390841630306046,39.08736015779154,8
93,1971,5.143116589042741,26.049457959704313,42.51935832402832,14
94,1971,4.307385780007566,26.450729913947406,43.229834252993534,25
95,1971,4.97797397543835,30.23355123189572,41.922821037685736,14
96,1971,4.729540642681768,25.2296192661388,42.228971798958234,18
97,1971,2.9040297657343643,26.766469555936084,48.16546583420084,29
98,1971,5.205777147747416,27.19005679380834,35.85541249319566,4
99,1971,3.416730518793555,26.18382302419087,42.98458888786761,18
100,1971,4.758906089337804,25.967048505112153,39.45105581097086,12
1,2011,8.600882196491852,20.281830530751556,46.09558259489505,20
2,2011,6.845012327702861,19.872177566308707,45.409417236149274,34
3,2011,7.601228457881975,19.1861358432288,46.045941150438175,21
4,2011,7.161139195982651,19.526589702746172,41.76391112906735,28
5,2011,7.478844718290995,19.792755682183518,44.46856966212393,26
6,2011,8.264280239449702,24.455323748818866,40.308097193883206,28
7,2011,5.59455700075165,19.869993458927674,41.33391385131264,27
8,2011,7.1525217226744155,17.83072888821061,45.66644971180213,12
9,2011,6.841551246597081,23.271397686894232,44.88383035209277,32
10,2011,9.468334221747316,21.56916241366397,43.25213725674534,23
11,2011,8.905729938789305,22.214464911938006,39.7787045177227,34
12,2011,8.029145744775963,20.39674089078224,43.57714395496874,20
13,2011,6.543964844636385,20.061125937152816,43.17017392895264,33
14,2011,6.31239190120563,22.956491443802854,44.84076101322812,23
15,2011,7.118264862183764,19.61590917741221,42.963129381766336,18
16,2011,6.1111898187809155,20.391134100332124,44.77797779547218,28
17,2011,6.685602769489204,21.435567817541028,41.66693567557284,22
18,2011,7.562659394315266,23.577086733363792,39.571293552602775,20
19,2011,8.691891708720576,24.070175874778222,46.83489757907029,22
20,2011,6.134712942457195,21.114219892531526,48.38073279734978,32
21,2011,8.408772404478087,23.057582678410256,40.250629423392176,19
22,2011,7.662042557757739,20.776254834968206,47.96384397307906,25
23,2011,8.095867923838984,18.76431924163886,44.60705309178866,14
24,2011,8.6261540095619509,20.689461927247528,46.558445711399806,21
25,2011,7.203787729687045,21.016482147654518,46.04664266369094,24
26,2011,8.696382162835896,24.235885069154495,41.354627817152476,29
27,2011,6.885794680442289,19.662838989977587,39.65116986052447,34
28,2011,7.012288924843874,23.353123764329588,41.79203227098715,19
29,2011,7.312010375652149,22.080524286180864,43.066696342510966,25
30,2011,8.262470341467273,20.886255757444328,45.771326458962434,22
31,2011,5.4252887011261555,22.018234035500203,43.582621449680346,23
32,2011,6.669129035489948,20.365024985369438,40.07356257484409,23
33,2011,5.867261253170102,22.338082937025206,44.7342024578603,4
34,2011,5.475645573667885,21.18239490868855,42.060418728595984,30
35,2011,8.430260345545479,20.307080742443752,45.73135857686938,24
36,2011,7.61350921053025,19.43379977750521,40.84239117585659,25
37,2011,7.818447861711372,23.191220427594857,49.93028995975682,20
38,2011,7.929312562430254,20.50857654368005,42.213338053709656,19
39,2011,6.374980800258111,20.759974593650945,43.32923921034042,34
40,2011,8.25229308214157,20.51385542735665,42.900802397392894,23
41,2011,6.769229707853414,19.21401732934465,42.36789857839804,26
42,2011,5.882460330789421,26.36714719163723,47.63161217367035,23
43,2011,5.348345588519045,21.228119347686413,41.6533412011843,20
44,2011,7.288341407851997,22.06037833959591,47.830135784123485,31
45,2011,7.1287756458146605,20.74225968883149,44.41216632538119,28
46,2011,7.780457325184861,15.895577054440515,44.09860392048564,34
47,2011,6.2592394811531324,21.692824996995597,44.91501891590213,22
48,2011,6.990417435224675,20.55928333571514,42.596581210333504,34
49,2011,7.790375580033824,18.884564363604024,48.839104035484375,32
50,2011,6.443179842228848,23.646589515304278,46.249296755375894,36
